context	original_variable	original_label	original_expl	reverse_variable	reverse_label	reverse_expl	tags
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of phone numbers are unlisted.	neutral	A boy and a woman are a group of phone numbers unlisted.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of thier earlobes are pierced.	neutral	A boy and a woman are a group of thier earlobes pierced.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of feet are riding bikes.	entailment	A boy and a woman are a group of feet.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of expensive wardrobes are riding bikes.	entailment	A boy and a woman are a group of expensive wardrobes.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of thier navel pierced.	neutral	A boy and a woman are a group of thier navel pierced.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of glass eyeballs are riding bikes.	neutral	A boy and a woman are a group of glass eyeballs.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of ears are riding bikes.	contradiction	A boy and a woman are a group of ears.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of sleep every day.	contradiction	A boy and a woman are a group of sleep every day.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of birds for pets are riding bikes.	contradiction	A boy and a woman are a group of birds for pets.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of eat to survive.	contradiction	A boy and a woman are a group of eat to survive.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of friends are riding bikes.	entailment	A boy and a woman are a group of friends.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of consciousness are riding bikes.	neutral	A boy and a woman are a group of consciousness.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of red haired people are riding bikes.	neutral	A boy and a woman are a group of red hair.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of manufactured bikes are riding down a street.	neutral	A boy and a woman are a group of manufactured.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of flaws are riding bikes.	entailment	A boy and a woman are a group of flaws.	unrel_noun
